sample_id,burst_index,timestamp_ms,S0_410,S0_435,S0_460,S0_485,S0_510,S0_535,S0_560,S0_585,S0_610,S0_645,S0_680,S0_705,S0_730,S0_760,S0_810,S0_860,S0_900,S0_940,S1_410,S1_435,S1_460,S1_485,S1_510,S1_535,S1_560,S1_585,S1_610,S1_645,S1_680,S1_705,S1_730,S1_760,S1_810,S1_860,S1_900,S1_940,N0_410,N0_435,N0_460,N0_485,N0_510,N0_535,N0_560,N0_585,N0_610,N0_645,N0_680,N0_705,N0_730,N0_760,N0_810,N0_860,N0_900,N0_940,N1_410,N1_435,N1_460,N1_485,N1_510,N1_535,N1_560,N1_585,N1_610,N1_645,N1_680,N1_705,N1_730,N1_760,N1_810,N1_860,N1_900,N1_940
T0004,0,22684,-0.837887,0.000000,0.925961,0.000000,-0.753441,-0.000002,0.000000,-0.520921,-1.133202,-0.000000,-1.034212,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,-0.805630,0.000000,-0.877958,0.000000,0.000000,-0.641254,0.000002,-0.606220,-3.451790,-0.524126,-2.019129,0.000000,-0.764598,0.000000,0.000000,0.000000,0.000000,0.994140,0.000000,0.000000,0.516982,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.483018,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999998
T0004,1,25366,-0.837887,0.000000,0.925961,0.000000,-0.753441,-0.000002,0.551744,0.000000,0.000000,-0.000000,1.034212,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,-0.000002,0.000000,-0.877958,0.823176,0.000000,0.000001,0.000002,-0.000002,0.000000,0.524125,-2.019129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.994140,0.000000,0.000000,0.274193,0.000000,0.000000,0.000000,0.163381,0.000000,0.000000,0.000000,0.306248,0.000000,0.000000,0.000000,0.256179,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.351568,0.000000,0.000000,0.000001,0.000000,0.000000,0.223847,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.424584
T0004,2,28032,0.000000,0.000000,0.925961,0.893093,0.000000,1.373331,0.551744,0.520921,3.399605,0.446913,-1.034212,0.435560,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823175,-0.736899,-0.641255,0.000004,-0.606218,-3.451782,-0.000001,-3.028694,-0.471053,-0.764598,0.000000,0.806348,0.000000,0.000000,0.000000,0.000000,0.000000,0.098378,0.094886,0.000000,0.145909,0.058620,0.055345,0.361189,0.047482,0.000000,0.046276,0.000000,0.000000,0.091915,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.505162,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.494835,0.000000,0.000000,0.000000
T0004,3,30653,-0.837887,-0.979218,0.925961,0.893093,-0.753441,-0.000002,0.551744,-0.520920,0.000000,0.446913,1.034212,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823175,-0.736899,-0.641255,-0.636951,-0.606218,-3.451782,-0.000001,-3.028694,-0.471053,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.196301,0.189333,0.000000,0.000000,0.116968,0.000000,0.000000,0.094744,0.219250,0.000000,0.000000,0.000000,0.183404,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,4,33297,-0.837887,0.000000,0.925961,0.893093,-0.753441,0.000000,0.551744,0.000001,0.000000,-0.000000,1.034212,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.736899,-0.641255,-0.636951,-0.606220,-3.451790,-0.524125,-2.019129,0.000000,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.216846,0.209149,0.000000,0.000000,0.129210,0.000000,0.000000,0.000000,0.242196,0.000000,0.000000,0.000000,0.202599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,5,35929,-0.837887,0.000000,0.925961,0.893093,-0.753441,0.000000,0.551744,0.000001,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.736899,-0.641255,0.000000,-0.606220,-1.150597,0.000000,-3.028694,0.000000,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.286150,0.275993,0.000000,0.000000,0.170506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,6,38578,-0.837887,0.000000,0.925961,0.893093,-0.753441,-0.000002,0.551744,0.000001,1.133202,-0.000000,0.000000,0.435560,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.736899,-0.641255,0.000000,-0.606220,-2.301193,0.000000,-2.019129,0.000000,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192720,0.185880,0.000000,0.000000,0.114835,0.000000,0.235853,0.000000,0.000000,0.090653,0.000000,0.000000,0.180059,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,7,41160,-0.837887,0.000000,0.925961,0.893093,-0.753441,0.000000,0.551744,0.000001,0.000000,-0.000000,-0.000000,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.736899,-0.641255,-0.636951,0.000000,-2.301186,-0.524125,-2.019129,-0.471053,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.286150,0.275993,0.000000,0.000000,0.170506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,8,43798,-0.837887,0.000000,0.925961,0.893093,-0.753441,-0.686668,0.551744,0.000001,-2.266403,-0.000000,0.000000,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.736899,-0.641255,0.000000,-0.606220,-2.301193,0.000000,-2.019129,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.994140,0.000000,0.000000,0.286150,0.275993,0.000000,0.000000,0.170506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000
T0004,9,46425,-0.837887,0.000000,0.925961,0.893093,-0.753441,0.000000,0.551744,0.000001,0.000000,-0.000000,1.034212,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.736899,-0.641255,0.000000,-0.606220,-3.451790,-0.524125,-2.019129,0.000000,-0.764598,0.000000,0.806348,0.000000,0.000000,0.000000,0.000000,0.000000,0.216846,0.209149,0.000000,0.000000,0.129210,0.000000,0.000000,0.000000,0.242196,0.000000,0.000000,0.000000,0.202599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
T0004,10,48997,-0.837887,0.000000,0.925961,0.893093,-0.753441,0.686665,0.551744,0.000001,2.266403,0.446913,-0.000000,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.736899,-0.641255,-0.636951,-0.606218,-3.451782,-0.000001,-1.009563,-0.471053,-0.764598,0.000000,0.806348,0.000000,0.000000,0.000000,0.000000,0.000000,0.139538,0.134585,0.000000,0.103477,0.083145,0.000000,0.341536,0.067348,0.000000,0.000000,0.000000,0.000000,0.130371,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000
T0004,11,51548,-0.837887,0.000000,0.925961,0.893093,-0.753441,0.686665,0.551744,0.000001,0.000000,0.446913,1.034212,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823175,-0.736899,-0.641255,-0.636951,0.000000,-2.301186,-0.000001,-2.019129,0.000000,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.171356,0.165274,0.000000,0.127073,0.102105,0.000000,0.000000,0.082705,0.191389,0.000000,0.000000,0.000000,0.160098,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,12,54185,0.000000,-0.979218,0.925961,0.893093,-0.753441,-0.000002,0.551744,-0.520920,0.000000,0.446913,-0.000000,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823175,-0.736899,-0.641255,-0.636948,-0.606218,-2.301186,-0.000001,-2.019129,0.000000,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.251426,0.242501,0.000000,0.000000,0.149815,0.000000,0.000000,0.121350,0.000000,0.000000,0.000000,0.000000,0.234908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,13,56763,-0.837887,-0.979218,0.000000,0.893093,-0.753441,-0.686666,0.551744,-0.520920,-1.133202,-0.446914,-0.000000,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.736899,-0.641255,0.000000,0.000000,-2.301186,-0.524125,-1.009563,0.000000,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.386626,0.000000,0.000000,0.238854,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.374519,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,14,59340,-0.837887,0.000000,0.925961,0.893093,-0.753441,0.686665,0.551744,0.000001,1.133202,-0.000000,-1.034212,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.736899,-0.641255,-0.636951,-0.606218,-3.451782,-0.000001,-2.019129,-0.471053,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.183148,0.176648,0.000000,0.135817,0.109131,0.000000,0.224139,0.000000,0.000000,0.000000,0.000000,0.000000,0.171116,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,15,61907,-0.837887,-0.979218,0.925961,0.893093,-0.753441,-0.000002,0.551744,-0.520920,0.000000,0.000000,1.034212,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823175,-0.736899,-0.641255,0.000004,-0.606218,-2.301186,-0.000001,-2.019129,-0.471053,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.216846,0.209149,0.000000,0.000000,0.129210,0.000000,0.000000,0.000000,0.242196,0.000000,0.000000,0.000000,0.202599,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,16,64579,-0.837887,0.000000,0.925961,0.893093,-0.753441,-0.000002,0.551744,0.000001,1.133202,0.446913,-1.034212,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823175,-0.736899,-0.641255,0.000004,-0.606218,-2.301186,-0.000001,-1.009563,-0.471053,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.192266,0.185441,0.000000,0.000000,0.114564,0.000000,0.235297,0.092797,0.000000,0.000000,0.000000,0.000000,0.179634,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999995,0.000000,0.000000,0.000005,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,17,67222,-0.837887,0.000000,0.925961,0.893093,-0.753441,-0.000002,0.551744,0.000001,0.000000,0.446913,-1.034212,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823175,-0.736899,-0.641255,-0.636951,-0.606218,-2.301186,-0.000001,-2.019129,-0.471053,-0.764598,0.000000,0.806348,0.000000,0.000000,0.000000,0.000000,0.000000,0.251426,0.242501,0.000000,0.000000,0.149815,0.000000,0.000000,0.121350,0.000000,0.000000,0.000000,0.000000,0.234908,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.505163,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.494837,0.000000,0.000000,0.000000
T0004,18,69799,-0.837887,-0.979218,0.000000,0.893093,-0.753441,-0.000002,0.551744,-0.520920,0.000000,0.000000,1.034212,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823175,-0.736899,-0.641255,-0.636951,-0.606218,-2.301186,-0.000001,-2.019129,-0.471053,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267059,0.000000,0.000000,0.164987,0.000000,0.000000,0.000000,0.309258,0.000000,0.000000,0.000000,0.258697,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
T0004,19,72388,-0.837887,-0.979218,0.925961,0.893093,-0.753441,-0.000002,0.551744,-0.520920,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.823175,-0.736899,-0.641255,-0.636951,-0.606218,-3.451782,-0.000001,-2.019129,-0.471053,-0.764598,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.286150,0.275993,0.000000,0.000000,0.170506,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.267351,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
