sample_id,burst_index,timestamp_ms,S0_410,S0_435,S0_460,S0_485,S0_510,S0_535,S0_560,S0_585,S0_610,S0_645,S0_680,S0_705,S0_730,S0_760,S0_810,S0_860,S0_900,S0_940,S1_410,S1_435,S1_460,S1_485,S1_510,S1_535,S1_560,S1_585,S1_610,S1_645,S1_680,S1_705,S1_730,S1_760,S1_810,S1_860,S1_900,S1_940,N0_410,N0_435,N0_460,N0_485,N0_510,N0_535,N0_560,N0_585,N0_610,N0_645,N0_680,N0_705,N0_730,N0_760,N0_810,N0_860,N0_900,N0_940,N1_410,N1_435,N1_460,N1_485,N1_510,N1_535,N1_560,N1_585,N1_610,N1_645,N1_680,N1_705,N1_730,N1_760,N1_810,N1_860,N1_900,N1_940
S9996,0,21405,0.000000,0.979216,0.000000,0.893093,0.753441,-0.686666,0.000000,0.000000,-1.133202,-0.446913,-2.068422,0.000000,0.000000,0.000000,-0.865127,0.000000,0.000000,0.000000,-0.805626,0.000000,-0.877956,0.000000,0.000000,-0.641254,-0.000002,-0.000004,-2.301193,0.000001,-0.000000,0.000000,0.000000,-0.812244,-0.806348,0.000000,0.000000,-0.994140,0.000000,0.372928,0.000000,0.340129,0.286943,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9996,1,24032,-0.000002,0.979217,0.000002,0.893093,0.753441,0.686668,0.000000,-0.000001,1.133198,0.000001,-2.068422,-0.000000,-0.753722,0.000000,0.000000,0.000000,0.000000,0.000000,-0.805626,0.941923,-0.877956,0.000000,0.000000,-0.641254,0.636950,-0.000004,0.000000,0.000001,1.009564,0.000000,0.000000,0.000000,-0.806348,0.000000,0.000000,-0.994140,0.000000,0.220266,0.000000,0.200893,0.169479,0.154460,0.000000,0.000000,0.254902,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.363896,0.000000,0.000000,0.000000,0.000000,0.246075,0.000000,0.000000,0.000000,0.390028,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9996,2,26687,-0.000002,0.979217,0.000002,0.893093,0.753441,0.000002,0.000001,-0.000001,1.133198,-0.446912,-1.034211,-0.000000,-0.753722,0.000000,0.000000,0.000000,0.000000,0.000000,-0.805626,0.941923,-0.877956,0.000000,0.000000,-0.641254,-0.000002,-0.000002,0.000000,0.000001,2.019130,0.000000,0.000000,-0.812244,-0.806348,0.000000,0.000000,-0.994140,0.000000,0.260503,0.000001,0.237591,0.200439,0.000001,0.000000,0.000000,0.301466,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.318104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.681896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9996,3,29287,-0.000002,0.979217,-0.925961,0.000000,0.753441,0.000000,0.000001,0.000000,1.133202,-0.446912,-1.034211,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.805626,0.941923,0.000000,0.000000,0.000000,-0.641254,-0.000002,-0.000002,-1.150597,0.000001,-0.000000,0.000000,0.000000,-0.812244,-0.806348,0.000000,0.000000,-0.994140,0.000000,0.341683,0.000000,0.000000,0.262902,0.000000,0.000000,0.000000,0.395414,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999999,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9996,4,31930,-0.000002,-0.000001,0.000000,0.893093,0.753441,0.686668,0.000001,0.000000,1.133202,-0.446912,-1.034211,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.805626,0.941923,0.000000,0.000000,-0.736900,-0.641253,-0.000004,-0.000002,-1.150597,0.000000,2.019130,0.000000,0.000000,0.000000,-0.806348,0.000000,0.000000,-0.994140,0.000000,0.000000,0.000000,0.257642,0.217355,0.198092,0.000000,0.000000,0.326910,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.318104,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.681896,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9996,5,34541,-0.837887,0.979217,0.000000,0.893093,0.753441,0.000002,0.000001,-0.520921,0.000000,-0.446912,-1.034211,-0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.805626,0.000000,0.000000,0.000000,-0.736900,-0.641253,-0.000004,-0.000002,-1.150597,0.000000,0.000000,0.000000,0.000000,0.000000,-0.806348,0.000000,0.000000,-0.994140,0.000000,0.372928,0.000000,0.340128,0.286943,0.000001,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9996,6,37200,0.000000,1.958432,0.000000,1.786186,1.506882,2.059999,0.551743,1.562760,7.932411,0.446914,0.000000,0.435560,0.000000,0.808875,0.865126,1.106321,0.000000,0.000000,-0.805626,0.941923,-0.877956,0.000000,-0.736899,0.000001,0.636950,-0.000004,1.150604,0.000001,2.019129,0.000000,0.764599,-0.812244,-0.806348,-0.000001,0.000000,0.000000,0.000000,0.093165,0.000000,0.084971,0.071684,0.097996,0.026247,0.074342,0.377353,0.021260,0.000000,0.020720,0.000000,0.038479,0.041155,0.052629,0.000000,0.000000,0.000000,0.170849,0.000000,0.000000,0.000000,0.000000,0.115532,0.000000,0.208700,0.000000,0.366235,0.000000,0.138685,0.000000,0.000000,0.000000,0.000000,0.000000
S9996,7,39823,0.000000,0.979217,-0.925962,0.893093,0.753441,0.686666,0.000000,-0.000001,1.133194,0.000001,-1.034211,0.000000,-0.753722,0.808875,-0.000000,1.106321,0.000000,0.000000,-0.805626,0.941923,-0.877956,0.000000,-0.736899,0.000001,-0.636953,-0.606224,-1.150589,0.000001,0.000000,-0.471054,0.764599,-0.812244,-0.806348,-0.000001,0.000000,0.000000,0.000000,0.153945,0.000000,0.140406,0.118450,0.107953,0.000000,0.000000,0.178153,0.000000,0.000000,0.000000,0.000000,0.127165,0.000000,0.173928,0.000000,0.000000,0.000000,0.551954,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.448045,0.000000,0.000000,0.000000,0.000000,0.000000
S9996,8,42500,0.000000,0.979216,0.000000,0.893093,0.753441,0.000002,0.000000,-0.000001,1.133202,0.000001,-1.034211,0.000000,-0.753722,0.808875,-0.000000,1.106321,0.000000,0.000000,-0.805626,0.941923,-0.877956,0.000000,-0.736899,0.000001,-0.000002,-0.606224,-1.150589,0.000001,1.009564,-0.000000,0.764599,-0.812244,-0.806348,-0.000001,0.680105,0.000000,0.000000,0.172575,0.000000,0.157397,0.132785,0.000000,0.000000,0.000000,0.199713,0.000000,0.000000,0.000000,0.000000,0.142554,0.000000,0.194976,0.000000,0.000000,0.000000,0.277347,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.297264,0.000000,0.225134,0.000000,0.000000,0.000000,0.200255,0.000000
S9996,9,45093,0.000000,0.979217,0.000000,0.893093,0.753441,0.686666,0.000000,-0.000001,1.133194,0.000001,-2.068422,0.000000,-0.753722,0.808875,-0.000000,1.106321,0.000000,0.000000,-0.805626,0.941923,-0.877956,0.000000,-0.736899,0.000001,-0.000002,-0.606224,-1.150589,0.000001,1.009564,-0.000000,0.764599,-0.812244,-0.806348,-0.000001,0.000000,0.000000,0.000000,0.153945,0.000000,0.140406,0.118450,0.107953,0.000000,0.000000,0.178153,0.000000,0.000000,0.000000,0.000000,0.127165,0.000000,0.173928,0.000000,0.000000,0.000000,0.346794,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.371698,0.000000,0.281507,0.000000,0.000000,0.000000,0.000000,0.000000
S9996,10,47688,0.000000,0.979217,0.000000,0.893093,0.753441,0.686666,0.000000,-0.000001,1.133194,0.000001,-1.034211,0.000000,-0.753722,0.000000,-0.000000,1.106321,0.000000,0.000000,-0.805626,0.941923,-0.877956,0.000000,0.000000,0.000001,-0.000002,-0.606224,-1.150589,0.000001,0.000000,0.000000,0.764599,-0.812244,-0.806348,-0.000001,0.000000,0.000000,0.000000,0.176374,0.000000,0.160862,0.135708,0.123681,0.000000,0.000000,0.204108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.199268,0.000000,0.000000,0.000000,0.551954,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.448045,0.000000,0.000000,0.000000,0.000000,0.000000
S9996,11,50326,0.000000,0.979217,0.000000,0.893093,0.753441,0.686666,0.000000,-0.000001,1.133194,0.000001,-1.034211,0.000000,-0.753722,0.000000,-0.000000,1.106321,0.000000,0.000000,-0.805626,0.941923,-0.877956,0.000000,-0.736899,0.000001,-0.000002,-0.606224,-1.150589,0.000001,0.000000,-0.471054,0.764599,-0.812244,-0.806348,-0.000001,0.000000,0.000000,0.000000,0.176374,0.000000,0.160862,0.135708,0.123681,0.000000,0.000000,0.204108,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.199268,0.000000,0.000000,0.000000,0.551954,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.000000,0.000001,0.000000,0.000000,0.448045,0.000000,0.000000,0.000000,0.000000,0.000000
