sample_id,burst_index,timestamp_ms,S0_410,S0_435,S0_460,S0_485,S0_510,S0_535,S0_560,S0_585,S0_610,S0_645,S0_680,S0_705,S0_730,S0_760,S0_810,S0_860,S0_900,S0_940,S1_410,S1_435,S1_460,S1_485,S1_510,S1_535,S1_560,S1_585,S1_610,S1_645,S1_680,S1_705,S1_730,S1_760,S1_810,S1_860,S1_900,S1_940,N0_410,N0_435,N0_460,N0_485,N0_510,N0_535,N0_560,N0_585,N0_610,N0_645,N0_680,N0_705,N0_730,N0_760,N0_810,N0_860,N0_900,N0_940,N1_410,N1_435,N1_460,N1_485,N1_510,N1_535,N1_560,N1_585,N1_610,N1_645,N1_680,N1_705,N1_730,N1_760,N1_810,N1_860,N1_900,N1_940
S9995,0,20605,0.000000,-0.979217,0.000000,0.000000,0.000000,0.000000,0.000000,0.520921,0.000000,0.000000,-1.034211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.636951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9995,1,23248,0.000000,-0.979217,0.000000,0.000000,0.000000,0.000000,0.000000,0.520921,0.000000,0.000000,-1.034211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.636951,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.812244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9995,2,25864,0.000000,-0.979217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.034211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.636951,0.000000,0.000000,0.000000,1.009565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.386848,0.000000,0.000000,0.000000,0.613152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9995,3,28517,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.520921,0.000000,0.000000,-1.034211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,2.019130,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9995,4,31160,0.000000,-0.979217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-1.034211,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9995,5,33731,0.000000,-0.979217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-2.068422,0.000000,0.000000,0.000000,0.865126,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.636951,-0.606220,0.000000,0.000000,1.009564,0.000000,0.000000,-0.812244,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.386848,0.000000,0.000000,0.000000,0.613152,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S9995,6,36429,0.000000,-0.979217,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.808875,0.000000,0.000000,0.000000,0.000000,0.805626,0.941923,1.755913,1.646353,1.473800,1.282509,1.273903,0.606220,2.301193,1.048248,3.028693,0.471053,1.529197,0.812244,1.612696,2.191913,0.680105,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.034338,0.040147,0.074842,0.070172,0.062818,0.054664,0.054297,0.025839,0.098083,0.044679,0.129092,0.020078,0.065179,0.034620,0.068738,0.093426,0.028988,0.000000
S9995,7,39057,-0.837887,-0.979217,-1.851925,-0.893094,-1.506882,-0.686666,-0.551743,-0.520921,-1.133202,-0.893826,-2.068422,-0.435560,-0.753722,0.000000,-0.000000,-1.106320,-0.632832,0.000000,0.000000,0.000000,0.877956,0.823176,0.000000,1.282509,0.636951,0.606220,4.602379,-0.000001,1.009565,0.471053,-0.000000,-0.812244,-0.000000,1.095957,0.680105,-0.994140,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,1.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.072643,0.068111,0.000000,0.106116,0.052702,0.050159,0.380807,0.000000,0.083533,0.038976,0.000000,0.000000,0.000000,0.090681,0.056273,0.000000
S9995,8,41690,-0.000002,0.979218,0.000002,0.000000,0.000000,1.373335,1.655233,1.041841,5.666008,0.446914,0.000000,-0.000000,0.000000,0.000000,0.865127,-1.106321,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000001,0.000000,0.000002,-1.150604,0.000000,-0.000000,0.000000,-0.764599,-0.812244,-0.000000,1.095957,0.000000,-0.994140,0.000000,0.081414,0.000000,0.000000,0.000000,0.114181,0.137619,0.086620,0.471081,0.037157,0.000000,0.000000,0.000000,0.000000,0.071928,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.999998,0.000000,0.000000
S9995,9,44333,-0.000002,0.000001,0.925962,0.000000,0.000000,-0.686665,0.551745,0.000000,-2.266399,0.446914,0.000000,0.435560,0.753722,0.000000,0.865127,0.000000,0.000000,0.000000,0.000000,-1.883846,0.000000,0.000001,-0.736899,-0.641254,-0.636951,-0.606218,-2.301201,-0.524125,1.009565,0.000000,-0.000000,-0.812244,-0.000000,1.095957,0.000000,-0.994140,0.000000,0.000000,0.232711,0.000000,0.000000,0.000000,0.138663,0.000000,0.000000,0.112317,0.000000,0.109464,0.189423,0.000000,0.217421,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.479484,0.000000,0.000000,0.000000,0.000000,0.520515,0.000000,0.000000
