sample_id,burst_index,timestamp_ms,S0_410,S0_435,S0_460,S0_485,S0_510,S0_535,S0_560,S0_585,S0_610,S0_645,S0_680,S0_705,S0_730,S0_760,S0_810,S0_860,S0_900,S0_940,S1_410,S1_435,S1_460,S1_485,S1_510,S1_535,S1_560,S1_585,S1_610,S1_645,S1_680,S1_705,S1_730,S1_760,S1_810,S1_860,S1_900,S1_940,N0_410,N0_435,N0_460,N0_485,N0_510,N0_535,N0_560,N0_585,N0_610,N0_645,N0_680,N0_705,N0_730,N0_760,N0_810,N0_860,N0_900,N0_940,N1_410,N1_435,N1_460,N1_485,N1_510,N1_535,N1_560,N1_585,N1_610,N1_645,N1_680,N1_705,N1_730,N1_760,N1_810,N1_860,N1_900,N1_940
S0051,0,9352,0.837885,0.000000,0.000000,0.000000,0.753441,-0.000002,-0.551743,0.520921,0.446913,0.000000,0.000000,0.000000,0.000008,-2.068424,0.000000,0.000000,0.000000,0.000000,0.000000,-0.941923,0.000000,0.000000,0.000000,-0.641256,0.000000,-0.000002,-0.524126,0.000000,0.000000,0.000000,-2.301201,-2.019130,0.000000,0.000000,-0.806348,0.000000,0.327405,0.000000,0.000000,0.000000,0.294409,0.000000,0.000000,0.203551,0.174632,0.000000,0.000000,0.000000,0.000003,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0051,1,11990,0.000000,0.979217,0.925961,0.000000,0.753441,0.686666,-0.551743,0.520919,0.000000,0.000000,0.000000,0.000000,2.266411,0.000000,0.000000,0.000000,0.000000,-1.106320,0.000000,0.941923,0.000000,-0.823175,0.000000,0.641253,-0.636955,-0.000002,-0.000001,-0.471053,0.000000,0.994140,-1.150604,0.000000,0.000000,0.000000,-0.806348,0.000000,0.000000,0.159674,0.150990,0.000000,0.122858,0.111970,0.000000,0.084942,0.000000,0.000000,0.000000,0.000000,0.369567,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.365467,0.000000,0.000000,0.000000,0.248807,0.000000,0.000000,0.000000,0.000000,0.000000,0.385727,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0051,2,14583,0.837885,0.979217,0.000000,0.000000,0.753441,1.373331,0.000002,1.041841,0.446913,0.000000,0.000000,0.000000,4.532814,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.941923,0.000000,0.000000,0.736899,0.000000,0.636951,0.606218,0.524125,0.000000,0.000000,0.994140,3.451790,-1.009565,0.000000,0.000000,0.000000,0.000000,0.084079,0.098261,0.000000,0.000000,0.075605,0.137809,0.000000,0.104545,0.044846,0.000000,0.000000,0.000000,0.454853,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.119351,0.000000,0.000000,0.093372,0.000000,0.080708,0.076814,0.066412,0.000000,0.000000,0.125967,0.437376,0.000000,0.000000,0.000000,0.000000,0.000000
S0051,3,17270,0.000000,0.000000,0.000000,0.000000,0.753441,-0.000002,-0.551743,0.520921,0.446913,0.000000,0.000000,0.000000,0.000008,-1.034212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.636951,-0.000002,-0.524126,0.000000,0.000000,0.000000,-0.000008,-2.019130,0.000000,0.000000,-0.806348,0.000000,0.000000,0.000000,0.000000,0.000000,0.437721,0.000000,0.000000,0.302635,0.259640,0.000000,0.000000,0.000000,0.000004,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0051,4,19836,0.000000,0.979217,0.000000,0.000000,0.753441,1.373333,-0.551743,0.520921,0.446913,0.000000,0.000000,0.000000,2.266411,-1.034212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.636953,-0.606220,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.154445,0.000000,0.000000,0.118835,0.216606,0.000000,0.082161,0.070488,0.000000,0.000000,0.000000,0.357465,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0051,5,22463,0.000000,0.979216,0.000000,0.000000,0.753441,0.686666,-0.551743,0.520921,0.446913,0.000000,0.000000,0.000000,1.133209,-1.034212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.636953,-0.606220,0.000000,0.000000,0.000000,0.000000,0.000000,-2.019130,0.000000,0.000000,0.000000,0.000000,0.000000,0.216623,0.000000,0.000000,0.166677,0.151905,0.000000,0.115239,0.098867,0.000000,0.000000,0.000000,0.250690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0051,6,25057,0.000000,0.000000,0.000000,0.000000,0.753441,0.686666,-0.551743,0.520921,0.446913,0.000000,0.000000,0.000000,1.133209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.636951,-0.000002,0.000000,0.000000,0.000000,0.000000,-2.301201,-1.009565,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.212767,0.193911,0.000000,0.147105,0.126206,0.000000,0.000000,0.000000,0.320012,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0051,7,27688,0.000000,0.979217,0.000000,0.000000,0.753441,0.686665,-0.551743,0.520921,0.446913,0.000000,0.000000,0.000000,1.133209,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,-2.019130,0.000000,0.000000,0.000000,0.000000,0.000000,0.216623,0.000000,0.000000,0.166677,0.151905,0.000000,0.115239,0.098867,0.000000,0.000000,0.000000,0.250690,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0051,8,30287,0.000000,0.000000,0.000000,0.000000,0.753441,-0.000002,-0.551743,0.520921,0.000000,0.000000,0.000000,0.000000,0.000008,-1.034212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,-1.009566,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.591227,0.000000,0.000000,0.408768,0.000000,0.000000,0.000000,0.000000,0.000006,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
S0051,9,32887,0.837885,0.979217,0.000000,0.000000,0.753441,0.686665,-0.551743,0.520921,0.446913,0.000000,0.000000,0.000000,1.133209,-1.034212,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.000002,0.000000,0.000000,0.000000,0.000000,0.000000,-1.009566,0.000000,0.000000,0.000000,0.000000,0.156373,0.182749,0.000000,0.000000,0.140613,0.128151,0.000000,0.097218,0.083407,0.000000,0.000000,0.000000,0.211489,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
